date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
1978-01-04,1978,0,,DET,ATL,1480.7909,1461.9318,0.6646772268044763,0.3353227731955237,1488.6676,1454.0551,,,,,,,,,,,111,97,33,"",""
1978-01-04,1978,0,,GSW,CHI,1468.8792,1570.855,0.4971566258846089,0.502843374115391,1485.9501,1553.7841,,,,,,,,,,,115,94,54,"",""
1978-01-04,1978,0,,HOU,IND,1475.9806,1499.738,0.6079939565814081,0.3920060434185919,1482.6897,1493.0289,,,,,,,,,,,104,96,41,"",""
1978-01-04,1978,0,,NJN,PHO,1323.9167,1591.8105,0.2755837859872586,0.7244162140127415,1362.2744,1553.4529,,,,,,,,,,,115,83,23,"",""
1978-01-04,1978,0,,PHI,CLE,1610.2584,1482.3627,0.7878264251456034,0.21217357485439658,1615.0906,1477.5305,,,,,,,,,,,108,93,66,"",""
1978-01-04,1978,0,,SAS,DEN,1513.3381,1560.9,0.5748966496903143,0.4251033503096857,1504.8923,1569.3458,,,,,,,,,,,114,119,63,"",""
1978-01-04,1978,0,,SEA,KCK,1519.3121,1451.3652,0.7244772326141762,0.2755227673858238,1523.0685,1447.6089,,,,,,,,,,,116,110,39,"",""
1978-01-05,1978,0,,BOS,PHO,1422.8344,1553.4529,0.45605015481113825,0.5439498451888618,1413.5953,1562.6919,,,,,,,,,,,111,121,39,"",""
1978-01-05,1978,0,,CLE,NJN,1477.5305,1362.2744,0.7754097063113895,0.2245902936886105,1482.9177,1356.8872,,,,,,,,,,,110,94,13,"",""
1978-01-05,1978,0,,MIL,NOJ,1469.2233,1414.1129,0.7094856373854121,0.29051436261458785,1455.5946,1427.7416,,,,,,,,,,,109,116,21,"",""
1978-01-06,1978,0,,CHI,NYK,1553.7841,1520.037,0.6835014671650315,0.31649853283496854,1546.3875,1527.4336,,,,,,,,,,,97,99,63,"",""
1978-01-06,1978,0,,GSW,DET,1485.9501,1488.6676,0.6364532542695918,0.36354674573040824,1488.6768,1485.9409,,,,,,,,,,,107,106,40,"",""
1978-01-06,1978,0,,HOU,MIL,1482.6897,1455.5946,0.675160276391183,0.32483972360881697,1475.4266,1462.8577,,,,,,,,,,,101,103,32,"",""
1978-01-06,1978,0,,NJN,SAS,1356.8872,1504.8923,0.4313514069650187,0.5686485930349813,1351.0405,1510.739,,,,,,,,,,,105,110,16,"",""
1978-01-06,1978,0,,NOJ,ATL,1427.7416,1454.0551,0.6044815209680805,0.3955184790319195,1431.351,1450.4457,,,,,,,,,,,96,94,21,"",""
1978-01-06,1978,0,,PHI,LAL,1615.0906,1543.5837,0.7285489678846624,0.2714510321153376,1620.9401,1537.7343,,,,,,,,,,,123,110,80,"",""
1978-01-06,1978,0,,WSB,IND,1568.3555,1493.0289,0.7328755084649106,0.26712449153508944,1579.0938,1482.2906,,,,,,,,,,,146,114,60,"",""
1978-01-07,1978,0,,ATL,HOU,1450.4457,1475.4266,0.6063140684895847,0.3936859315104153,1463.8667,1462.0056,,,,,,,,,,,106,83,29,"",""
1978-01-07,1978,0,,BUF,PHO,1404.5341,1562.6919,0.41707725207607543,0.5829227479239245,1396.2625,1570.9635,,,,,,,,,,,97,107,37,"",""
1978-01-07,1978,0,,CLE,SAS,1482.9177,1510.739,0.6024045016437427,0.3975954983562573,1476.7395,1516.9172,,,,,,,,,,,107,109,44,"",""
1978-01-07,1978,0,,KCK,NYK,1447.6089,1527.4336,0.5290019994319473,0.47099800056805274,1438.5621,1536.4803,,,,,,,,,,,93,100,40,"",""
1978-01-07,1978,0,,POR,DET,1714.7253,1485.9409,0.8690556963232539,0.13094430367674614,1716.0367,1484.6295,,,,,,,,,,,109,105,84,"",""
1978-01-08,1978,0,,DEN,CHI,1569.3458,1546.3875,0.6699159353713701,0.33008406462862994,1573.5756,1542.1577,,,,,,,,,,,109,104,72,"",""
1978-01-08,1978,0,,IND,LAL,1482.2906,1537.7343,0.5637724447570599,0.4362275552429401,1485.6957,1534.3292,,,,,,,,,,,104,103,50,"",""
1978-01-08,1978,0,,MIL,KCK,1462.8577,1438.5621,0.6716159770425425,0.3283840229574575,1469.0569,1432.3629,,,,,,,,,,,133,123,25,"",""
1978-01-08,1978,0,,NJN,WSB,1351.0405,1579.0938,0.32363116592306795,0.676368834076932,1348.6675,1581.4668,,,,,,,,,,,98,99,27,"",""
1978-01-08,1978,0,,PHI,BOS,1620.9401,1413.5953,0.8543605051684966,0.1456394948315034,1622.2471,1412.2883,,,,,,,,,,,94,91,51,"",""
1978-01-08,1978,0,,POR,NOJ,1716.0367,1431.351,0.9015377682273665,0.09846223177263347,1718.6735,1428.7142,,,,,,,,,,,122,100,74,"",""
1978-01-08,1978,0,,SEA,GSW,1523.0685,1488.6768,0.6843036272369516,0.3156963727630484,1528.2446,1483.5006,,,,,,,,,,,99,91,48,"",""
1978-01-10,1978,0,,CHI,LAL,1542.1577,1534.3292,0.6503801784250012,0.3496198215749988,1546.2288,1530.2582,,,,,,,,,,,110,106,64,"",""
1978-01-10,1978,0,,DEN,NOJ,1573.5756,1428.7142,0.803692673195762,0.196307326804238,1575.886,1426.4038,,,,,,,,,,,115,110,45,"",""
1978-01-10,1978,0,,MIL,IND,1469.0569,1485.6957,0.6177161473779765,0.38228385262202347,1481.6077,1473.1449,,,,,,,,,,,125,103,36,"",""
1978-01-10,1978,0,,PHI,HOU,1622.2471,1462.0056,0.8172865211887196,0.18271347881128042,1626.3192,1457.9335,,,,,,,,,,,95,80,64,"",""
1978-01-10,1978,0,,POR,NYK,1718.6735,1536.4803,0.8354058130660725,0.16459418693392747,1721.9641,1533.1897,,,,,,,,,,,126,113,92,"",""
1978-01-10,1978,0,,WSB,KCK,1581.4668,1432.3629,0.807517162816282,0.19248283718371795,1584.3812,1429.4485,,,,,,,,,,,123,115,47,"",""
1978-01-11,1978,0,,ATL,WSB,1463.8667,1584.3812,0.47051152258814916,0.5294884774118509,1471.4435,1576.8044,,,,,,,,,,,100,95,56,"",""
1978-01-11,1978,0,,BOS,HOU,1412.2883,1457.9335,0.5775908569730697,0.42240914302693033,1416.8146,1453.4072,,,,,,,,,,,91,88,19,"",""
1978-01-11,1978,0,,KCK,LAL,1429.4485,1530.2582,0.49883475014096307,0.5011652498590369,1438.5548,1521.1519,,,,,,,,,,,102,94,36,"",""
1978-01-11,1978,0,,NJN,GSW,1348.6675,1483.5006,0.4500384255283754,0.5499615744716246,1339.0251,1493.1429,,,,,,,,,,,92,103,12,"",""
1978-01-11,1978,0,,PHO,NOJ,1570.9635,1426.4038,0.8034185242770968,0.1965814757229032,1580.3416,1417.0258,,,,,,,,,,,142,99,44,"",""
1978-01-11,1978,0,,SAS,MIL,1516.9172,1481.6077,0.68544387307746,0.31455612692254,1527.4884,1471.0365,,,,,,,,,,,130,106,45,"",""
1978-01-11,1978,0,,SEA,DET,1528.2446,1484.6295,0.6956598800060241,0.3043401199939759,1532.4663,1480.4078,,,,,,,,,,,106,100,49,"",""
1978-01-12,1978,0,,BUF,IND,1396.2625,1473.1449,0.5332198906048233,0.46678010939517667,1410.7522,1458.6552,,,,,,,,,,,111,92,18,"",""
1978-01-12,1978,0,,HOU,DEN,1453.4072,1575.886,0.46769546923349475,0.5323045307665053,1448.2701,1581.0231,,,,,,,,,,,106,109,52,"",""
1978-01-13,1978,0,,ATL,SAS,1471.4435,1527.4884,0.5629211361255338,0.43707886387446615,1462.4204,1536.5115,,,,,,,,,,,92,98,45,"",""
1978-01-13,1978,0,,BOS,NJN,1416.8146,1339.0251,0.7356418616834064,0.2643581383165936,1419.4023,1336.4374,,,,,,,,,,,114,111,5,"",""
1978-01-13,1978,0,,CHI,MIL,1546.2288,1471.0365,0.7327241335889075,0.26727586641109247,1553.0961,1464.1692,,,,,,,,,,,128,111,50,"",""
1978-01-13,1978,0,,GSW,NYK,1493.1429,1533.1897,0.5854332958906701,0.41456670410932994,1502.8372,1523.4955,,,,,,,,,,,109,96,52,"",""
1978-01-13,1978,0,,IND,KCK,1458.6552,1438.5548,0.6662679467307939,0.3337320532692061,1461.5975,1435.6124,,,,,,,,,,,108,106,24,"",""
1978-01-13,1978,0,,PHI,BUF,1626.3192,1410.7522,0.8601516001290961,0.13984839987090392,1630.6007,1406.4707,,,,,,,,,,,118,93,51,"",""
1978-01-13,1978,0,,PHO,DET,1580.3416,1480.4078,0.7596773610414842,0.2403226389585158,1584.9043,1475.8451,,,,,,,,,,,111,100,59,"",""
1978-01-13,1978,0,,SEA,CLE,1532.4663,1476.7395,0.7102164505987899,0.2897835494012101,1536.4514,1472.7544,,,,,,,,,,,104,98,48,"",""
1978-01-13,1978,0,,WSB,POR,1576.8044,1721.9641,0.4353735091365384,0.5646264908634616,1588.2084,1710.5602,,,,,,,,,,,102,93,96,"",""
1978-01-14,1978,0,,BUF,WSB,1406.4707,1588.2084,0.38449316831602015,0.6155068316839798,1440.0614,1554.6177,,,,,,,,,,,130,93,42,"",""
1978-01-14,1978,0,,DEN,LAL,1581.0231,1521.1519,0.7151017221937398,0.2848982778062602,1586.5858,1515.5891,,,,,,,,,,,123,112,69,"",""
1978-01-14,1978,0,,GSW,NOJ,1502.8372,1417.0258,0.7445239587503606,0.2554760412496394,1488.1229,1431.74,,,,,,,,,,,111,118,28,"",""
1978-01-14,1978,0,,HOU,SAS,1448.2701,1536.5115,0.516915527735005,0.48308447226499496,1458.8098,1525.9718,,,,,,,,,,,104,93,42,"",""
1978-01-14,1978,0,,KCK,ATL,1435.6124,1462.4204,0.603800750523962,0.396199249476038,1442.8988,1455.134,,,,,,,,,,,110,101,24,"",""
1978-01-14,1978,0,,NJN,PHI,1336.4374,1630.6007,0.24643931041075143,0.7535606895892486,1330.4398,1636.5983,,,,,,,,,,,120,136,32,"",""
1978-01-15,1978,0,,BOS,POR,1419.4023,1710.5602,0.24966620395752762,0.7503337960424724,1416.6632,1713.2993,,,,,,,,,,,103,107,70,"",""
1978-01-15,1978,0,,DET,CHI,1475.8451,1553.0961,0.5326917371057087,0.4673082628942913,1467.4541,1561.4871,,,,,,,,,,,101,107,52,"",""
1978-01-15,1978,0,,PHO,CLE,1584.9043,1472.7544,0.7722804605100682,0.22771953948993184,1588.6942,1468.9645,,,,,,,,,,,113,104,58,"",""
1978-01-15,1978,0,,SEA,NYK,1536.4514,1523.4955,0.6570614860638739,0.34293851393612607,1541.3156,1518.6313,,,,,,,,,,,108,102,60,"",""
1978-01-16,1978,0,,IND,NJN,1461.5975,1330.4398,0.7909482454090268,0.20905175459097325,1464.8011,1327.2362,,,,,,,,,,,120,112,8,"",""
1978-01-17,1978,0,,ATL,KCK,1455.134,1442.8988,0.6561260481954478,0.34387395180455216,1465.8293,1432.2035,,,,,,,,,,,111,90,24,"",""
1978-01-17,1978,0,,BUF,POR,1440.0614,1713.2993,0.2694849054042474,0.7305150945957526,1437.7742,1715.5865,,,,,,,,,,,94,96,75,"",""
1978-01-17,1978,0,,CHI,IND,1561.4871,1464.8011,0.7562475537679775,0.24375244623202252,1563.1896,1463.0986,,,,,,,,,,,105,104,51,"",""
1978-01-17,1978,0,,DEN,CLE,1586.5858,1468.9645,0.7777718899010063,0.22222811009899368,1591.6824,1463.8679,,,,,,,,,,,104,89,58,"",""
1978-01-17,1978,0,,LAL,NYK,1515.5891,1518.6313,0.6360206653287843,0.3639793346712157,1523.8666,1510.3539,,,,,,,,,,,121,108,54,"",""
1978-01-17,1978,0,,MIL,NJN,1464.1692,1327.2362,0.7963921677127258,0.2036078322872742,1467.7217,1323.6837,,,,,,,,,,,119,109,8,"",""
1978-01-17,1978,0,,NOJ,HOU,1431.74,1458.8098,0.6034401714680397,0.39655982853196026,1436.4795,1454.0703,,,,,,,,,,,99,95,23,"",""
1978-01-17,1978,0,,SAS,SEA,1525.9718,1541.3156,0.619474951301358,0.380525048698642,1531.4835,1535.8038,,,,,,,,,,,119,113,62,"",""
1978-01-18,1978,0,,ATL,NOJ,1465.8293,1436.4795,0.6780003407384398,0.32199965926156016,1458.5211,1443.7877,,,,,,,,,,,106,108,25,"",""
1978-01-18,1978,0,,BOS,MIL,1416.6632,1467.7217,0.5699702859515737,0.43002971404842627,1427.3082,1457.0767,,,,,,,,,,,130,116,21,"",""
1978-01-18,1978,0,,DET,BUF,1467.4541,1437.7742,0.6784150459998868,0.3215849540001132,1474.594,1430.6343,,,,,,,,,,,113,100,25,"",""
1978-01-18,1978,0,,GSW,WSB,1488.1229,1554.6177,0.5480689398179276,0.4519310601820724,1495.5284,1547.2122,,,,,,,,,,,113,106,56,"",""
1978-01-18,1978,0,,HOU,SEA,1454.0703,1535.8038,0.5262634123866846,0.4737365876133154,1448.9092,1540.965,,,,,,,,,,,104,106,43,"",""
1978-01-18,1978,0,,IND,SAS,1463.0986,1531.4835,0.5453726239290256,0.45462737607097436,1449.3872,1545.1949,,,,,,,,,,,96,109,44,"",""
1978-01-18,1978,0,,KCK,PHI,1432.2035,1636.5983,0.3541275737481314,0.6458724262518686,1421.4963,1647.3054,,,,,,,,,,,106,126,59,"",""
1978-01-18,1978,0,,NJN,POR,1323.6837,1715.5865,0.15705209548120433,0.8429479045187956,1318.6628,1720.6074,,,,,,,,,,,101,127,43,"",""
1978-01-19,1978,0,,ATL,CHI,1458.5211,1563.1896,0.4932818927546101,0.5067181072453899,1448.3212,1573.3895,,,,,,,,,,,95,105,50,"",""
1978-01-19,1978,0,,CLE,PHI,1463.8679,1647.3054,0.38218013974476794,0.6178198602552321,1475.889,1635.2843,,,,,,,,,,,117,109,69,"",""
1978-01-19,1978,0,,MIL,DEN,1457.0767,1591.6824,0.4503624340578104,0.5496375659421896,1465.033,1583.7261,,,,,,,,,,,114,109,56,"",""
1978-01-19,1978,0,,PHO,NYK,1588.6942,1510.3539,0.7362580082422154,0.26374199175778457,1596.2557,1502.7924,,,,,,,,,,,134,114,68,"",""
1978-01-20,1978,0,,GSW,PHO,1495.5284,1596.2557,0.49895333269251924,0.5010466673074807,1509.028,1582.7562,,,,,,,,,,,119,104,66,"",""
1978-01-20,1978,0,,HOU,DET,1448.9092,1474.594,0.6053464576264392,0.39465354237356076,1456.6406,1466.8625,,,,,,,,,,,118,108,29,"",""
1978-01-20,1978,0,,LAL,WSB,1523.8666,1547.2122,0.6085587930064881,0.3914412069935119,1536.783,1534.2958,,,,,,,,,,,121,99,63,"",""
1978-01-20,1978,0,,NOJ,POR,1443.7877,1720.6074,0.2654452334639702,0.7345547665360298,1450.7041,1713.691,,,,,,,,,,,101,100,77,"",""
1978-01-20,1978,0,,SAS,IND,1545.1949,1449.3872,0.7553143561106936,0.24468564388930636,1554.4459,1440.1362,,,,,,,,,,,112,82,44,"",""
1978-01-21,1978,0,,ATL,IND,1448.3212,1440.1362,0.6508466706579746,0.34915332934202536,1455.3979,1433.0594,,,,,,,,,,,111,100,22,"",""
1978-01-22,1978,0,,BOS,SEA,1427.3082,1540.965,0.4803564008353314,0.5196435991646686,1416.8438,1551.4294,,,,,,,,,,,92,103,38,"",""
1978-01-22,1978,0,,CLE,ATL,1475.889,1455.3979,0.6667678470276124,0.3332321529723876,1479.7334,1451.5536,,,,,,,,,,,93,89,30,"",""
1978-01-22,1978,0,,DEN,NYK,1583.7261,1502.7924,0.7391466746819622,0.26085332531803784,1575.3743,1511.1442,,,,,,,,,,,141,143,65,"",""
1978-01-22,1978,0,,IND,BUF,1433.0594,1430.6343,0.6432748008853009,0.35672519911469913,1439.4781,1424.2156,,,,,,,,,,,99,90,18,"",""
1978-01-22,1978,0,,LAL,HOU,1536.783,1456.6406,0.7382674568940221,0.26173254310597793,1540.0028,1453.4208,,,,,,,,,,,106,101,44,"",""
1978-01-22,1978,0,,MIL,CHI,1465.033,1573.3895,0.48797634824874747,0.5120236517512525,1483.085,1555.3375,,,,,,,,,,,112,90,54,"",""
1978-01-22,1978,0,,NJN,KCK,1318.6628,1421.4963,0.4959223561151068,0.5040776438848932,1309.678,1430.4812,,,,,,,,,,,97,105,4,"",""
1978-01-22,1978,0,,NOJ,DET,1450.7041,1466.8625,0.6183689651570122,0.38163103484298777,1454.703,1462.8636,,,,,,,,,,,100,97,28,"",""
1978-01-22,1978,0,,PHI,GSW,1635.2843,1509.028,0.7862446654859866,0.2137553345140134,1639.4965,1504.8158,,,,,,,,,,,99,87,77,"",""
1978-01-22,1978,0,,PHO,WSB,1582.7562,1534.2958,0.7015326217088389,0.2984673782911611,1589.2938,1527.7582,,,,,,,,,,,114,101,73,"",""
1978-01-22,1978,0,,SAS,POR,1554.4459,1713.691,0.4155563339734047,0.5844436660265953,1567.9574,1700.1796,,,,,,,,,,,106,95,93,"",""
1978-01-24,1978,0,,CHI,DEN,1555.3375,1575.3743,0.613086571003399,0.38691342899660097,1565.9906,1564.7212,,,,,,,,,,,131,114,75,"",""
1978-01-24,1978,0,,IND,CLE,1439.4781,1479.7334,0.5851419706750275,0.4148580293249725,1431.7053,1487.5062,,,,,,,,,,,92,96,28,"",""
1978-01-24,1978,0,,KCK,POR,1430.4812,1700.1796,0.2735147725891438,0.7264852274108562,1421.7787,1708.8821,,,,,,,,,,,97,120,71,"",""
1978-01-24,1978,0,,LAL,PHI,1540.0028,1639.4965,0.5007286237546024,0.49927137624539764,1553.4412,1626.0581,,,,,,,,,,,117,102,83,"",""
1978-01-24,1978,0,,NOJ,BOS,1454.703,1416.8438,0.688599797497742,0.311400202502258,1458.6505,1412.8962,,,,,,,,,,,96,91,19,"",""
1978-01-24,1978,0,,NYK,GSW,1511.1442,1504.8158,0.6484140998088679,0.3515859001911321,1514.2754,1501.6846,,,,,,,,,,,99,97,50,"",""
1978-01-24,1978,0,,WSB,DET,1527.7582,1462.8636,0.7209561983815839,0.27904380161841613,1518.472,1472.1498,,,,,,,,,,,101,104,44,"",""
1978-01-25,1978,0,,DEN,BUF,1564.7212,1424.2156,0.7997065847048018,0.20029341529519817,1566.3445,1422.5923,,,,,,,,,,,121,119,42,"",""
1978-01-25,1978,0,,DET,GSW,1472.1498,1501.6846,0.6000396448559647,0.3999603551440353,1476.9388,1496.8955,,,,,,,,,,,99,95,40,"",""
1978-01-25,1978,0,,PHO,HOU,1589.2938,1453.4208,0.7954009528087748,0.20459904719122524,1595.3215,1447.3931,,,,,,,,,,,118,96,55,"",""
1978-01-25,1978,0,,SAS,BOS,1567.9574,1412.8962,0.8127912933959923,0.18720870660400768,1571.1844,1409.6692,,,,,,,,,,,113,103,40,"",""
1978-01-25,1978,0,,SEA,PHI,1551.4294,1626.0581,0.536447472476853,0.463552527523147,1545.307,1632.1805,,,,,,,,,,,125,128,83,"",""
1978-01-26,1978,0,,NYK,KCK,1514.2754,1421.7787,0.7517747379152369,0.24822526208476314,1517.8945,1418.1595,,,,,,,,,,,112,105,31,"",""
1978-01-26,1978,0,,POR,NJN,1708.8821,1309.678,0.9465283743853864,0.053471625614613605,1710.7527,1307.8074,,,,,,,,,,,112,77,38,"",""
1978-01-26,1978,0,,WSB,CHI,1518.472,1565.9906,0.5749575640648752,0.4250424359351248,1535.4399,1549.0227,,,,,,,,,,,135,107,65,"",""
1978-01-27,1978,0,,ATL,NYK,1451.5536,1517.8945,0.5482883633367948,0.45171163666320524,1460.1168,1509.3313,,,,,,,,,,,105,96,39,"",""
1978-01-27,1978,0,,BUF,GSW,1422.5923,1496.8955,0.5369133835817886,0.46308661641821136,1413.3688,1506.119,,,,,,,,,,,94,101,28,"",""
1978-01-27,1978,0,,DEN,HOU,1566.3445,1447.3931,0.7790924751117699,0.22090752488823007,1568.9902,1444.7473,,,,,,,,,,,105,100,48,"",""
1978-01-27,1978,0,,LAL,MIL,1553.4412,1483.085,0.7272369962634249,0.27276300373657514,1560.4734,1476.0527,,,,,,,,,,,131,114,54,"",""
1978-01-27,1978,0,,NOJ,KCK,1458.6505,1418.1595,0.69183906605565,0.30816093394434996,1466.766,1410.0441,,,,,,,,,,,134,117,20,"",""
1978-01-27,1978,0,,PHO,PHI,1595.3215,1632.1805,0.5898798758484961,0.4101201241515039,1602.9218,1624.5803,,,,,,,,,,,110,101,90,"",""
1978-01-27,1978,0,,SEA,NJN,1545.307,1307.8074,0.8746598547413791,0.12534014525862092,1546.696,1306.4183,,,,,,,,,,,95,90,13,"",""
1978-01-28,1978,0,,CLE,DET,1487.5062,1476.9388,0.6539566746433751,0.34604332535662485,1472.6162,1491.8289,,,,,,,,,,,105,115,38,"",""
1978-01-28,1978,0,,NYK,CHI,1509.3313,1549.0227,0.5859297383360561,0.4140702616639439,1518.5242,1539.8298,,,,,,,,,,,108,96,59,"",""
1978-01-29,1978,0,,ATL,BUF,1460.1168,1413.3688,0.6994645492367441,0.30053545076325594,1463.9023,1409.5833,,,,,,,,,,,107,102,19,"",""
1978-01-29,1978,0,,BOS,GSW,1409.6692,1506.119,0.5051089706841256,0.49489102931587436,1398.5137,1517.2745,,,,,,,,,,,88,99,27,"",""
1978-01-29,1978,0,,DEN,PHI,1568.9902,1624.5803,0.5635651744789059,0.43643482552109414,1564.2666,1629.304,,,,,,,,,,,117,118,85,"",""
1978-01-29,1978,0,,DET,CLE,1491.8289,1472.6162,0.6651307464473242,0.3348692535526758,1495.6958,1468.7493,,,,,,,,,,,120,116,38,"",""
1978-01-29,1978,0,,IND,NOJ,1431.7053,1466.766,0.5923818610564429,0.40761813894355714,1414.1365,1484.3348,,,,,,,,,,,91,107,24,"",""
1978-01-29,1978,0,,KCK,SAS,1410.0441,1571.1844,0.4129091806632529,0.5870908193367471,1399.918,1581.3105,,,,,,,,,,,113,127,40,"",""
1978-01-29,1978,0,,PHO,NJN,1602.9218,1306.4183,0.9074137284298697,0.09258627157013033,1606.0698,1303.2703,,,,,,,,,,,131,100,20,"",""
1978-01-29,1978,0,,POR,HOU,1710.7527,1444.7473,0.8915716719376425,0.10842832806235747,1714.8585,1440.6415,,,,,,,,,,,123,88,76,"",""
1978-01-29,1978,0,,SEA,MIL,1546.696,1476.0527,0.7275647043445745,0.27243529565542546,1549.0126,1473.7362,,,,,,,,,,,103,101,51,"",""
1978-01-29,1978,0,,WSB,LAL,1535.4399,1560.4734,0.6062417910166796,0.39375820898332037,1541.6903,1554.223,,,,,,,,,,,119,112,68,"",""
1978-01-31,1978,0,,BOS,IND,1398.5137,1414.1365,0.6190962906745419,0.38090370932545814,1405.9194,1406.7307,,,,,,,,,,,104,94,10,"",""
1978-01-31,1978,0,,CHI,ATL,1539.8298,1463.9023,0.7335521391503481,0.2664478608496519,1542.4415,1461.2906,,,,,,,,,,,106,103,46,"",""
1978-01-31,1978,0,,CLE,LAL,1468.7493,1554.223,0.5208928534365401,0.4791071465634599,1458.4895,1564.4828,,,,,,,,,,,107,116,51,"",""
1978-01-31,1978,0,,GSW,NJN,1517.2745,1303.2703,0.8590659295689369,0.1409340704310631,1519.7551,1300.7897,,,,,,,,,,,103,92,10,"",""
1978-01-31,1978,0,,KCK,PHO,1399.918,1606.0698,0.351817690774792,0.6481823092252079,1393.1875,1612.8003,,,,,,,,,,,102,112,44,"",""
1978-01-31,1978,0,,NOJ,BUF,1484.3348,1409.5833,0.7322269075888762,0.2677730924111238,1491.7623,1402.1558,,,,,,,,,,,114,95,23,"",""
1978-01-31,1978,0,,NYK,DEN,1518.5242,1564.2666,0.5774543375558178,0.42254566244418224,1510.8887,1571.9021,,,,,,,,,,,115,119,65,"",""
1978-01-31,1978,0,,POR,MIL,1714.8585,1473.7362,0.876928266164604,0.12307173383539605,1718.026,1470.5687,,,,,,,,,,,136,116,82,"",""
1978-01-31,1978,0,,SAS,WSB,1581.3105,1541.6903,0.6907693372136846,0.3092306627863154,1590.4232,1532.5776,,,,,,,,,,,129,109,74,"",""
1978-02-01,1978,0,,BOS,LAL,1405.9194,1564.4828,0.416509711550607,0.583490288449393,1412.7643,1557.6379,,,,,,,,,,,103,100,37,"",""
1978-02-01,1978,0,,DET,PHO,1495.6958,1612.8003,0.4754045129759375,0.5245954870240626,1504.6449,1603.8512,,,,,,,,,,,127,120,70,"",""
1978-02-01,1978,0,,HOU,NJN,1440.6415,1300.7897,0.799103070368284,0.20089692963171601,1446.3546,1295.0765,,,,,,,,,,,124,103,4,"",""
1978-02-01,1978,0,,NOJ,CHI,1491.7623,1542.4415,0.5705053708621386,0.4294946291378614,1498.1525,1536.0514,,,,,,,,,,,117,111,54,"",""
1978-02-01,1978,0,,PHI,DEN,1629.304,1571.9021,0.7121969653887408,0.2878030346112592,1632.1621,1569.0439,,,,,,,,,,,104,101,86,"",""
1978-02-02,1978,0,,CLE,WSB,1458.4895,1532.5776,0.5372212360656454,0.4627787639343546,1471.7712,1519.2959,,,,,,,,,,,110,93,44,"",""
1978-02-02,1978,0,,GSW,MIL,1519.7551,1470.5687,0.7024069424887386,0.2975930575112614,1522.7278,1467.5961,,,,,,,,,,,105,102,44,"",""
1978-02-02,1978,0,,IND,ATL,1406.7307,1461.2906,0.5650232359547573,0.43497676404524266,1401.0645,1466.9569,,,,,,,,,,,105,107,18,"",""
1978-02-02,1978,0,,KCK,DET,1393.1875,1504.6449,0.48351745038474075,0.5164825496152592,1405.3185,1492.5139,,,,,,,,,,,113,101,23,"",""
1978-02-02,1978,0,,SAS,NYK,1590.4232,1510.8887,0.7375907180500252,0.2624092819499748,1595.1855,1506.1263,,,,,,,,,,,123,113,69,"",""
1978-02-03,1978,0,,HOU,NYK,1446.3546,1506.1263,0.5576358427535213,0.4423641572464787,1455.2496,1497.2313,,,,,,,,,,,112,102,35,"",""
1978-02-03,1978,0,,BOS,WSB,1412.7643,1519.2959,0.49060137919680286,0.5093986208031971,1430.6973,1501.3629,,,,,,,,,,,116,94,30,"",""
1978-02-03,1978,0,,BUF,CLE,1402.1558,1471.7712,0.5436158170767461,0.4563841829232539,1395.926,1478.001,,,,,,,,,,,101,104,19,"",""
1978-02-03,1978,0,,CHI,SAS,1536.0514,1595.1855,0.5585410380072856,0.4414589619927144,1540.8312,1590.4058,,,,,,,,,,,110,107,75,"",""
1978-02-03,1978,0,,DEN,DET,1569.0439,1492.5139,0.7342294747373815,0.26577052526261846,1574.7509,1486.807,,,,,,,,,,,115,102,60,"",""
1978-02-03,1978,0,,NJN,LAL,1295.0765,1557.6379,0.28175382558038564,0.7182461744196144,1291.2206,1561.4939,,,,,,,,,,,99,105,12,"",""
1978-02-03,1978,0,,PHI,IND,1632.1621,1401.0645,0.8705635794947644,0.12943642050523563,1634.5436,1398.683,,,,,,,,,,,116,104,50,"",""
1978-02-03,1978,0,,PHO,MIL,1603.8512,1467.5961,0.7957586703061575,0.20424132969384245,1607.4164,1464.0309,,,,,,,,,,,115,105,61,"",""
1978-02-03,1978,0,,POR,GSW,1718.026,1522.7278,0.8455181581351946,0.1544818418648054,1722.1198,1518.634,,,,,,,,,,,112,92,90,"",""
1978-02-07,1978,0,,BUF,LAL,1395.926,1561.4939,0.4067446856231895,0.5932553143768104,1380.2662,1577.1537,,,,,,,,,,,105,132,34,"",""
1978-02-07,1978,0,,CHI,PHI,1540.8312,1634.5436,0.5090475960723166,0.49095240392768336,1545.5519,1629.8229,,,,,,,,,,,108,106,83,"",""
1978-02-07,1978,0,,CLE,NOJ,1478.001,1498.1525,0.6129299366079357,0.3870700633920643,1491.1486,1485.0049,,,,,,,,,,,122,99,41,"",""
1978-02-07,1978,0,,GSW,WSB,1518.634,1501.3629,0.6626367518132494,0.33736324818675056,1522.0826,1497.9143,,,,,,,,,,,105,102,51,"",""
1978-02-07,1978,0,,IND,BOS,1398.683,1430.6973,0.5966093624078862,0.4033906375921138,1391.6284,1437.7518,,,,,,,,,,,89,92,12,"",""
