iter	Passed	Remaining
440	1602	2031
441	1604	2025
442	1608	2022
443	1615	2022
444	1618	2018
445	1621	2014
446	1624	2009
447	1630	2008
448	1631	2001
449	1637	2001
450	1640	1997
451	1643	1992
452	1646	1988
453	1650	1985
454	1651	1978
455	1659	1979
456	1663	1976
457	1666	1972
458	1671	1969
459	1675	1967
460	1677	1961
461	1680	1956
462	1681	1950
463	1683	1945
464	1685	1939
465	1687	1933
466	1690	1929
467	1694	1926
468	1699	1924
469	1701	1918
470	1704	1914
471	1709	1912
472	1711	1906
473	1718	1907
474	1722	1904
475	1725	1899
476	1729	1896
477	1730	1890
478	1734	1887
479	1739	1884
480	1743	1881
481	1746	1877
482	1749	1872
483	1754	1870
484	1759	1868
485	1763	1865
486	1764	1858
487	1769	1856
488	1772	1852
489	1778	1851
490	1781	1846
491	1785	1843
492	1791	1842
493	1794	1837
494	1797	1834
495	1801	1830
496	1809	1831
497	1810	1825
498	1813	1820
499	1815	1815
500	1817	1810
501	1826	1811
502	1831	1809
503	1833	1803
504	1840	1803
505	1846	1803
506	1852	1800
507	1853	1795
508	1868	1802
509	1875	1802
510	1877	1796
511	1885	1797
512	1892	1796
513	1903	1799
514	1908	1797
515	1913	1795
516	1920	1793
517	1924	1791
518	1931	1789
519	1937	1788
520	1938	1782
521	1945	1781
522	1954	1782
523	1964	1784
524	1967	1779
525	1968	1773
526	1975	1773
527	1981	1771
528	1982	1765
529	1983	1759
530	2000	1767
531	2005	1764
532	2009	1760
533	2013	1757
534	2015	1752
535	2020	1749
536	2023	1744
537	2027	1740
538	2028	1734
539	2035	1734
540	2039	1730
541	2040	1724
542	2041	1718
543	2053	1721
544	2058	1718
545	2059	1712
546	2060	1706
547	2063	1702
548	2068	1699
549	2069	1693
550	2070	1687
551	2080	1688
552	2081	1682
553	2082	1676
554	2093	1678
555	2098	1675
556	2101	1671
557	2102	1665
558	2106	1661
559	2107	1656
560	2109	1650
561	2110	1644
562	2125	1649
563	2130	1646
564	2134	1643
565	2136	1637
566	2140	1634
567	2141	1629
568	2143	1623
569	2146	1619
570	2147	1613
571	2149	1608
572	2151	1602
573	2152	1597
574	2153	1592
575	2156	1587
576	2159	1583
577	2160	1577
578	2162	1572
579	2163	1566
580	2164	1560
581	2166	1556
582	2169	1552
583	2172	1547
584	2174	1542
585	2175	1537
586	2176	1531
587	2178	1526
588	2179	1520
589	2180	1515
590	2181	1509
591	2182	1504
592	2184	1499
593	2185	1493
594	2188	1489
595	2189	1483
596	2190	1478
597	2192	1473
598	2193	1468
599	2194	1462
600	2195	1457
601	2197	1452
602	2199	1447
603	2200	1442
604	2201	1437
605	2203	1432
606	2206	1428
607	2208	1423
608	2211	1419
609	2212	1414
610	2213	1409
611	2215	1404
612	2218	1400
613	2219	1395
614	2220	1390
615	2222	1385
616	2225	1381
617	2226	1376
618	2228	1371
619	2230	1366
620	2231	1361
621	2234	1357
622	2235	1352
623	2236	1347
624	2238	1342
625	2239	1337
626	2240	1332
627	2244	1329
628	2245	1324
629	2246	1319
630	2247	1314
631	2249	1309
632	2251	1305
633	2252	1300
634	2252	1294
635	2253	1289
636	2257	1286
637	2259	1282
638	2263	1278
639	2267	1275
640	2277	1275
641	2288	1276
642	2297	1275
643	2301	1272
644	2303	1267
645	2304	1263
646	2305	1258
647	2307	1253
648	2308	1248
649	2309	1243
650	2312	1239
651	2316	1236
652	2318	1232
653	2319	1227
654	2321	1222
655	2322	1218
656	2324	1213
657	2325	1208
658	2326	1204
659	2327	1199
660	2328	1194
661	2330	1189
662	2331	1185
663	2333	1180
664	2334	1176
665	2335	1171
666	2337	1166
667	2340	1163
668	2342	1158
669	2362	1163
670	2366	1160
671	2369	1156
672	2370	1152
673	2374	1148
674	2377	1144
675	2379	1140
676	2381	1136
677	2382	1131
678	2385	1127
679	2388	1124
680	2390	1119
681	2398	1118
682	2400	1113
683	2408	1112
684	2416	1111
685	2418	1106
686	2421	1103
687	2431	1102
688	2438	1100
689	2451	1101
690	2457	1098
691	2458	1094
692	2467	1093
693	2474	1090
694	2484	1090
695	2493	1089
696	2500	1086
697	2501	1082
698	2513	1082
699	2520	1080
700	2522	1075
701	2524	1071
702	2525	1067
703	2528	1063
704	2531	1059
705	2532	1054
706	2534	1050
707	2538	1046
708	2540	1042
709	2541	1038
710	2542	1033
711	2544	1029
712	2545	1024
713	2551	1022
714	2554	1018
715	2556	1013
716	2557	1009
717	2558	1005
718	2560	1000
719	2562	996
720	2564	992
721	2565	987
722	2566	983
723	2569	979
724	2571	975
725	2573	971
726	2575	967
727	2577	963
728	2580	959
729	2582	954
730	2584	951
731	2586	946
732	2588	942
733	2589	938
734	2592	934
735	2594	930
736	2597	926
737	2598	922
738	2600	918
739	2602	914
740	2603	910
741	2605	906
742	2608	902
743	2610	898
744	2611	894
745	2613	889
746	2615	885
747	2620	882
748	2622	878
749	2637	879
750	2638	874
751	2645	872
752	2649	868
753	2651	865
754	2653	861
755	2654	856
756	2656	852
757	2658	848
758	2659	844
759	2660	840
760	2661	836
761	2662	831
762	2665	827
763	2666	823
764	2670	820
765	2671	816
766	2676	813
767	2678	808
768	2679	804
769	2684	801
770	2688	798
771	2693	795
772	2698	792
773	2703	789
774	2709	786
775	2711	782
776	2712	778
777	2718	775
778	2722	772
779	2724	768
780	2733	766
781	2735	762
782	2740	759
783	2749	757
784	2753	754
785	2755	750
786	2760	747
787	2765	743
788	2769	740
789	2771	736
790	2779	734
791	2788	732
792	2793	729
793	2794	725
794	2804	723
795	2807	719
796	2808	715
797	2817	713
798	2825	710
799	2834	708
800	2839	705
801	2840	701
802	2847	698
803	2852	695
804	2855	691
805	2856	687
806	2860	684
807	2863	680
808	2866	676
809	2868	672
810	2872	669
811	2875	665
812	2876	661
813	2880	658
814	2883	654
815	2887	651
816	2888	647
817	2895	644
818	2899	640
819	2905	637
820	2906	633
821	2909	630
822	2918	627
823	2922	624
824	2925	620
825	2926	616
826	2928	612
827	2929	608
828	2931	604
829	2933	600
830	2935	597
831	2937	593
832	2941	589
833	2944	586
834	2945	582
835	2949	578
836	2950	574
837	2952	570
838	2954	566
839	2957	563
840	2961	559
841	2964	556
842	2965	552
843	2969	548
844	2975	545
845	2980	542
846	2983	538
847	2984	534
848	2986	531
849	2988	527
850	2990	523
851	2993	519
852	2994	516
853	2998	512
854	3001	509
855	3002	505
856	3004	501
857	3006	497
858	3009	494
859	3011	490
860	3015	486
861	3018	483
862	3020	479
863	3024	476
864	3025	472
865	3031	469
866	3041	466
867	3045	463
868	3048	459
869	3050	455
870	3053	452
871	3056	448
872	3058	444
873	3059	441
874	3062	437
875	3064	433
876	3067	430
877	3077	427
878	3082	424
879	3084	420
880	3087	417
881	3090	413
882	3097	410
883	3108	407
884	3114	404
885	3117	401
886	3120	397
887	3123	394
888	3127	390
889	3128	386
890	3131	383
891	3135	379
892	3140	376
893	3142	372
894	3146	369
895	3148	365
896	3150	361
897	3151	357
898	3152	354
899	3155	350
900	3157	346
901	3159	343
902	3161	339
903	3163	335
904	3164	332
905	3166	328
906	3167	324
907	3168	321
908	3169	317
909	3171	313
910	3172	309
911	3176	306
912	3180	303
913	3184	299
914	3187	296
915	3189	292
916	3190	288
917	3191	285
918	3196	281
919	3197	278
920	3203	274
921	3204	271
922	3206	267
923	3207	263
924	3208	260
925	3209	256
926	3210	252
927	3211	249
928	3213	245
929	3214	241
930	3215	238
931	3216	234
932	3217	231
933	3218	227
934	3220	223
935	3221	220
936	3223	216
937	3224	213
938	3225	209
939	3226	205
940	3227	202
941	3228	198
942	3230	195
943	3231	191
944	3235	188
945	3241	185
946	3246	181
947	3250	178
948	3252	174
949	3253	171
950	3257	167
951	3259	164
952	3262	160
953	3265	157
954	3267	153
955	3269	150
956	3273	147
957	3276	143
958	3278	140
959	3281	136
960	3286	133
961	3291	130
962	3292	126
963	3295	123
964	3297	119
965	3299	116
966	3300	112
967	3304	109
968	3306	105
969	3308	102
970	3309	98
971	3310	95
972	3314	91
973	3315	88
974	3317	85
975	3320	81
976	3321	78
977	3325	74
978	3327	71
979	3328	67
980	3329	64
981	3332	61
982	3335	57
983	3337	54
984	3341	50
985	3343	47
986	3347	44
987	3349	40
988	3351	37
989	3355	33
990	3356	30
991	3358	27
992	3361	23
993	3362	20
994	3364	16
995	3367	13
996	3371	10
997	3372	6
998	3374	3
999	3376	0
