iter	Logloss
332	0.3420519868
333	0.3418873874
334	0.341420481
335	0.3411516552
336	0.3408657106
337	0.3403474161
338	0.3399107437
339	0.3395100743
340	0.3391827039
341	0.3389047039
342	0.3385988661
343	0.3382892136
344	0.3380519457
345	0.337874515
346	0.337616818
347	0.3373262074
348	0.3370108171
349	0.3367493685
350	0.3363821487
351	0.3360470543
352	0.3355272151
353	0.335238906
354	0.3350833231
355	0.334836282
356	0.334447246
357	0.3340155231
358	0.3334988681
359	0.3332319023
360	0.3328863097
361	0.3325748286
362	0.3322960089
363	0.3319148229
364	0.3316203346
365	0.3314121341
366	0.3308932092
367	0.3307197823
368	0.330367506
369	0.330148555
370	0.3298738653
371	0.3295164502
372	0.3293038045
373	0.3290506789
374	0.3286643225
375	0.3284031576
376	0.3280266376
377	0.3277505291
378	0.327535582
379	0.3272888247
380	0.3270061587
381	0.326693322
382	0.3262788442
383	0.3260492372
384	0.325782366
385	0.3253536382
386	0.3251766489
387	0.3250267092
388	0.3247701156
389	0.3244449521
390	0.3242363733
391	0.3239276035
392	0.3236158071
393	0.3231967264
394	0.3228273628
395	0.3224870666
396	0.3222817665
397	0.3220122471
398	0.3217246946
399	0.3215103149
400	0.3213354063
401	0.321122603
402	0.3207289641
403	0.3203331813
404	0.3201688656
405	0.3199840892
406	0.3195366347
407	0.3191677125
408	0.3189604578
409	0.3186550298
410	0.3184140418
411	0.3179266433
412	0.3174725367
413	0.3170746417
414	0.3169155909
415	0.3166928252
416	0.3163925675
417	0.3159205539
418	0.3156625732
419	0.3154480674
420	0.3151790524
421	0.3148303702
422	0.3146036321
423	0.3144511073
424	0.3141576594
425	0.3138568973
426	0.3136303484
427	0.3132145779
428	0.3130140068
429	0.312832919
430	0.3126052983
431	0.3121418283
432	0.3118253345
433	0.3116211694
434	0.3114212288
435	0.3113245058
436	0.3111856634
437	0.3109558042
438	0.3107554538
439	0.3101841635
440	0.3098803434
441	0.3097774411
442	0.3094375863
443	0.3092475765
444	0.3088738307
445	0.3086107427
446	0.3083644898
447	0.3080482798
448	0.307722801
449	0.3075089888
450	0.3072886822
451	0.3067888622
452	0.306309503
453	0.3057327271
454	0.3055657001
455	0.3054259749
456	0.3051487316
457	0.3049798445
458	0.3048124077
459	0.304627852
460	0.3042836465
461	0.3039494034
462	0.3036271718
463	0.3034475027
464	0.3032936853
465	0.3030376277
466	0.3029314467
467	0.3026862026
468	0.3024898561
469	0.3023041654
470	0.30213903
471	0.3019316807
472	0.3017127928
473	0.3015122532
474	0.3013799998
475	0.301153451
476	0.30090001
477	0.3007553353
478	0.3005690456
479	0.3002936939
480	0.3000981985
481	0.2997782999
482	0.2995692482
483	0.2994063196
484	0.2992526598
485	0.2990255119
486	0.2988460005
487	0.2986814956
488	0.2985422434
489	0.2984173988
490	0.2982267585
491	0.2980666358
492	0.297939805
493	0.2976241624
494	0.297453699
495	0.2972391617
496	0.2969099313
497	0.2968358442
498	0.2966080342
499	0.2963885158
500	0.2961682406
501	0.2960714545
502	0.2958492563
503	0.2956022467
504	0.2954015811
505	0.2952382742
506	0.2949617875
507	0.2947452955
508	0.2944912241
509	0.2941322957
510	0.2938010476
511	0.2936151678
512	0.293295017
513	0.2930871317
514	0.2928298446
515	0.292538635
516	0.2924548062
517	0.2922456599
518	0.2921599396
519	0.2920494395
520	0.291837708
521	0.2915762279
522	0.2912509067
523	0.2908885735
524	0.2905057797
525	0.2903549888
526	0.2901466622
527	0.2897516046
528	0.2895064551
529	0.2891665687
530	0.2888666894
531	0.2886051146
532	0.288258986
533	0.2879888992
534	0.2874872822
535	0.2873758363
536	0.2871890738
537	0.2869085517
538	0.2866346501
539	0.2862922101
540	0.2861127617
541	0.2860292167
542	0.2858048116
543	0.2855655576
544	0.285483116
545	0.2852480234
546	0.2849206215
547	0.2847325979
548	0.2844437528
549	0.2842463028
550	0.2839289894
551	0.2836999814
552	0.2835546446
553	0.283225761
554	0.2829027412
555	0.2827853999
556	0.2826701708
557	0.2825459252
558	0.2823752096
559	0.2820617424
560	0.281921765
561	0.2816691753
562	0.281499374
563	0.2812076915
564	0.2809175539
565	0.2806869381
566	0.2805715198
567	0.2803307525
568	0.2800410247
569	0.2797988387
570	0.2794899428
571	0.2793593604
572	0.2790112141
573	0.27888886
574	0.2785976189
575	0.2783508931
576	0.2782179147
577	0.2779256017
578	0.2777689469
579	0.2775597691
580	0.2773677731
581	0.2769178911
582	0.2767311916
583	0.2766117064
584	0.2764559974
585	0.2762886867
586	0.2761877076
587	0.2758700789
588	0.2756587888
589	0.2755049713
590	0.275306544
591	0.2750551208
592	0.2748972995
593	0.2745516123
594	0.2742996216
595	0.2740444782
596	0.2738339133
597	0.2736846041
598	0.2734880684
599	0.2733499196
600	0.272963847
601	0.2728092414
602	0.2726725429
603	0.2725233598
604	0.2723582244
605	0.272100023
606	0.271975935
607	0.271692008
608	0.2715604483
609	0.2712333616
610	0.2709987104
611	0.2708307692
612	0.2705929023
613	0.270315722
614	0.2701285811
615	0.2700257735
616	0.2697359195
617	0.2695670955
618	0.2693485228
619	0.2691094895
620	0.2689602749
621	0.2688613135
622	0.2686266623
623	0.2682967698
624	0.2678514906
625	0.2675301733
626	0.2672078787
627	0.2669811722
628	0.2667988864
629	0.2665951626
630	0.2664843788
631	0.2662940853
632	0.2661094666
633	0.2658806793
634	0.26575388
635	0.2656710286
636	0.2654129217
637	0.2650986979
638	0.2648276022
639	0.2646375924
640	0.2644847523
641	0.2643235892
642	0.2640997674
643	0.2639389196
644	0.2637500763
645	0.2635132971
646	0.263287363
647	0.2631706049
648	0.2630047916
649	0.26252972
650	0.2622716919
651	0.2620947026
652	0.2618949354
653	0.2616725953
654	0.2615680379
655	0.2614063862
656	0.2611343447
657	0.2608758438
658	0.2607510149
659	0.2604219736
660	0.2602943074
661	0.2600901265
662	0.2598089265
663	0.2594955066
664	0.2593282274
665	0.2590093691
666	0.2589099348
667	0.2587008043
668	0.2585417062
669	0.2583838849
670	0.2579071739
671	0.2577046008
672	0.2574713368
673	0.2572729568
674	0.2571035495
675	0.2568118513
676	0.2566130299
677	0.2564959881
678	0.2564139406
679	0.256346805
680	0.2561678295
681	0.2559431249
682	0.2557412455
683	0.2555575253
684	0.2553357211
685	0.2551632085
686	0.2550557822
687	0.2549392448
688	0.2547414638
689	0.2546461752
690	0.2543644078
691	0.2541969236
692	0.2540630309
693	0.2537774961
694	0.253498834
695	0.2533759598
696	0.2531443824
697	0.253001883
698	0.2527992627
699	0.2526764357
700	0.2525295541
701	0.2523164828
702	0.2522075275
703	0.2519595249
704	0.2518329778
705	0.25161368
706	0.251494321
707	0.2513705482
708	0.2511605822
709	0.2509363821
710	0.2506307807
711	0.2504851444
712	0.250221016
713	0.2498380961
714	0.2497750747
715	0.2496799753
716	0.2496279409
717	0.2495123808
718	0.2493257286
719	0.2491036722
720	0.2489216072
721	0.2486955942
722	0.2485509825
723	0.2482522381
724	0.2480297877
725	0.2479311415
726	0.2476732869
727	0.2475545584
728	0.2473710115
729	0.2471455188
730	0.2468491546
731	0.2465464379
732	0.2463594705
733	0.2462492383
734	0.2460189063
735	0.2458412391
736	0.2456987712
737	0.2455672903
738	0.2453226452
739	0.2452485266
740	0.2451709716
741	0.2447562099
742	0.2445833821
743	0.2442850475
744	0.2440788647
745	0.2438546803
746	0.2435092453
747	0.2432529828
748	0.2431237875
749	0.2429273463
750	0.2428578306
751	0.2427645124
752	0.2425637994
753	0.242410045
754	0.242281433
755	0.2419671934
756	0.2416859461
757	0.2415060564
758	0.241376798
759	0.2412291598
760	0.2410897972
761	0.2409679949
762	0.240640987
763	0.2403104955
764	0.2402053076
765	0.2400284444
766	0.2398845263
767	0.2397817817
768	0.2396984258
769	0.2394413278
770	0.2392132341
771	0.2390489972
772	0.2389460319
773	0.2387608142
774	0.2385553092
775	0.2383887551
776	0.2382155647
777	0.2380564193
778	0.2378293187
779	0.237573135
780	0.2373836139
781	0.2372820988
782	0.237208059
783	0.2369210267
784	0.2366549279
785	0.2365600964
786	0.2363680059
787	0.2361373428
788	0.2359755965
789	0.2358458968
790	0.2357591361
791	0.2355277006
792	0.2354422167
793	0.2351762441
794	0.2349824511
795	0.2346648224
796	0.2345356429
797	0.2342736425
798	0.2341676034
799	0.2340381717
800	0.2337853613
801	0.2336257745
802	0.2333811925
803	0.2332761938
804	0.2331067393
805	0.2329834867
806	0.2327137151
807	0.232499162
808	0.2324106989
809	0.2321836613
810	0.2321114343
811	0.23187806
812	0.2315573259
813	0.231354674
814	0.2311948981
815	0.230960578
816	0.2307787493
817	0.2305199489
818	0.2304419841
819	0.2303179906
820	0.2302173898
821	0.230084301
822	0.2297584439
823	0.2295129161
824	0.2294336745
825	0.2292290995
826	0.2289573575
827	0.2287239358
828	0.2284495456
829	0.2282196234
830	0.2279440509
831	0.2278521672
832	0.2277430227
833	0.2275131951
834	0.2273760709
835	0.2273116624
836	0.2271910581
837	0.2270633918
838	0.2268666827
839	0.2267064024
840	0.2266240081
841	0.2265171177
842	0.226384754
843	0.2263354152
844	0.2261497561
845	0.2259940155
846	0.2259163502
847	0.2257629111
848	0.2256787513
849	0.2256195447
850	0.2254478518
851	0.2254062054
852	0.2253686101
853	0.2251849529
854	0.2249989785
855	0.2249047145
856	0.2244303207
857	0.2242918724
858	0.2242498634
859	0.224093319
860	0.2238506128
861	0.2236631409
862	0.2234450411
863	0.2232107052
864	0.2230258343
865	0.2228381575
866	0.2226160853
867	0.2223855957
868	0.2222444676
869	0.2221810522
870	0.2219327816
871	0.2217991569
872	0.2215129915
873	0.2212899736
874	0.2211097213
875	0.2208428501
876	0.2206962207
877	0.2205894407
878	0.2204534988
879	0.2202985622
880	0.2200724074
881	0.2198641911
882	0.2196722267
883	0.2195065711
884	0.2194336032
885	0.2193843274
886	0.2191393513
887	0.2189082784
888	0.2187099299
889	0.2186255337
890	0.2184614702
891	0.2183921909
892	0.2182627118
893	0.2182236348
894	0.2181378199
895	0.2179589547
896	0.2176164832
897	0.2173160206
898	0.2171417583
899	0.2170866659
900	0.2170031839
901	0.2168982167
902	0.2168257532
903	0.2165703892
904	0.2164163038
905	0.2162475271
906	0.215930986
907	0.2158347516
908	0.2156544835
909	0.2155647593
910	0.2154868733
911	0.215333513
912	0.21516822
913	0.2150388355
914	0.2146298117
915	0.2143921655
916	0.2141058583
917	0.2140352864
918	0.2138979415
919	0.213706655
920	0.2135642186
921	0.2135368536
922	0.2133328304
923	0.2132032725
924	0.2131082677
925	0.2128714727
926	0.2126829447
927	0.2126364274
928	0.2124888207
929	0.2124127002
930	0.2120899169
931	0.2117191977
932	0.2116385846
933	0.2114874942
934	0.211443704
935	0.2111998471
936	0.2110067478
937	0.2108866164
938	0.210667224
939	0.2103688894
940	0.2100968479
941	0.2097701081
942	0.2096637852
943	0.2094452125
944	0.2094015957
945	0.2092865242
946	0.2091209159
947	0.2088850037
948	0.2088520586
949	0.2087701845
950	0.2085360062
951	0.208270333
952	0.2081618191
953	0.2080391182
954	0.2079352229
955	0.207826441
956	0.207632522
957	0.207560689
958	0.207355121
959	0.207216515
960	0.2069395869
961	0.2067679728
962	0.2065435678
963	0.2063706926
964	0.2060971851
965	0.2059273523
966	0.2057703349
967	0.2056863958
968	0.2056008646
969	0.2055233727
970	0.2053434514
971	0.2052511893
972	0.2051309475
973	0.2050525728
974	0.2048004403
975	0.2046539685
976	0.2044771368
977	0.2043500222
978	0.2041702271
979	0.2040369806
980	0.2037427918
981	0.2036230544
982	0.2034164933
983	0.2032533125
984	0.2031046655
985	0.2030749833
986	0.2029693068
987	0.2028970955
988	0.2027664185
989	0.2027611851
990	0.2024803319
991	0.2023417575
992	0.2021396416
993	0.2019624158
994	0.2018564555
995	0.201658107
996	0.2015064334
997	0.2013072495
998	0.2010771066
999	0.2009882336
0475098
