iter	Passed	Remaining
226	945	3220
227	947	3207
228	949	3197
229	951	3185
230	953	3174
231	955	3161
232	956	3149
233	958	3136
234	959	3124
235	961	3113
236	965	3107
237	968	3100
238	972	3096
239	976	3092
240	983	3096
241	984	3084
242	987	3076
243	989	3064
244	990	3052
245	991	3039
246	994	3032
247	998	3028
248	1004	3028
249	1005	3016
250	1008	3010
251	1010	2998
252	1015	2998
253	1017	2987
254	1021	2985
255	1023	2975
256	1029	2976
257	1031	2967
258	1033	2957
259	1035	2948
260	1038	2940
261	1045	2944
262	1051	2947
263	1060	2956
264	1061	2945
265	1067	2945
266	1068	2934
267	1070	2923
268	1074	2919
269	1076	2909
270	1077	2898
271	1087	2911
272	1089	2902
273	1094	2900
274	1102	2906
275	1104	2896
276	1105	2885
277	1113	2891
278	1122	2899
279	1123	2889
280	1125	2878
281	1133	2886
282	1136	2879
283	1138	2869
284	1140	2861
285	1146	2862
286	1148	2852
287	1149	2842
288	1150	2831
289	1152	2820
290	1154	2812
291	1159	2812
292	1161	2802
293	1166	2800
294	1167	2790
295	1168	2780
296	1173	2777
297	1177	2775
298	1182	2771
299	1183	2761
300	1188	2761
301	1196	2764
302	1205	2772
303	1213	2778
304	1225	2791
305	1226	2782
306	1229	2775
307	1246	2800
308	1251	2797
309	1256	2796
310	1263	2798
311	1276	2814
312	1286	2824
313	1299	2838
314	1307	2844
315	1323	2864
316	1338	2883
317	1353	2902
318	1371	2928
319	1388	2949
320	1403	2969
321	1419	2988
322	1443	3025
323	1461	3048
324	1472	3058
325	1478	3055
326	1479	3044
327	1480	3033
328	1481	3022
329	1483	3011
330	1484	3000
331	1485	2989
332	1486	2978
333	1488	2967
334	1489	2957
335	1490	2946
336	1492	2935
337	1493	2925
338	1494	2914
339	1496	2904
340	1497	2893
341	1498	2883
342	1499	2872
343	1501	2862
344	1507	2861
345	1508	2851
346	1509	2840
347	1510	2830
348	1512	2820
349	1513	2810
350	1514	2800
351	1515	2790
352	1517	2780
353	1518	2771
354	1519	2761
355	1521	2751
356	1522	2742
357	1523	2732
358	1525	2723
359	1535	2728
360	1538	2723
361	1546	2725
362	1550	2720
363	1553	2714
364	1556	2707
365	1557	2698
366	1567	2704
367	1572	2700
368	1573	2691
369	1575	2682
370	1579	2677
371	1581	2669
372	1582	2660
373	1584	2651
374	1588	2647
375	1589	2638
376	1591	2629
377	1594	2624
378	1598	2619
379	1599	2610
380	1601	2602
381	1611	2607
382	1614	2601
383	1617	2594
384	1620	2588
385	1621	2579
386	1628	2578
387	1636	2581
388	1640	2576
389	1644	2572
390	1655	2577
391	1662	2579
392	1664	2570
393	1669	2567
394	1670	2559
395	1673	2553
396	1675	2544
397	1676	2535
398	1677	2526
399	1680	2521
400	1684	2516
401	1691	2515
402	1695	2512
403	1700	2509
404	1710	2512
405	1713	2506
406	1717	2503
407	1722	2499
408	1723	2490
409	1730	2489
410	1748	2505
411	1749	2497
412	1755	2495
413	1756	2486
414	1758	2478
415	1759	2470
416	1763	2464
417	1765	2457
418	1767	2451
419	1768	2442
420	1771	2436
421	1774	2430
422	1777	2425
423	1780	2419
424	1783	2413
425	1786	2407
426	1788	2399
427	1791	2393
428	1794	2388
429	1796	2381
430	1798	2373
431	1802	2369
432	1803	2361
433	1807	2356
434	1811	2352
435	1812	2344
436	1820	2345
437	1822	2337
438	1823	2330
439	1826	2324
440	1836	2328
441	1838	2320
442	1849	2326
443	1856	2324
444	1860	2320
445	1865	2316
446	1866	2309
447	1875	2310
448	1879	2306
449	1882	2300
450	1886	2296
451	1893	2295
452	1896	2289
453	1899	2284
454	1903	2279
455	1906	2274
456	1908	2267
457	1909	2260
458	1911	2253
459	1913	2246
460	1915	2239
461	1916	2231
462	1924	2232
463	1926	2224
464	1927	2217
465	1931	2213
466	1935	2208
467	1936	2201
468	1941	2198
469	1943	2191
470	1946	2185
471	1947	2178
472	1950	2173
473	1954	2168
474	1957	2163
475	1958	2155
476	1968	2158
477	1970	2152
478	1974	2147
479	1977	2142
480	1981	2137
481	1983	2131
482	1984	2124
483	1986	2117
484	1987	2110
485	1988	2103
486	1991	2098
487	1992	2090
488	1995	2085
489	1996	2077
490	1997	2071
491	2001	2066
492	2004	2061
493	2006	2054
494	2009	2049
495	2012	2045
496	2013	2038
497	2019	2035
498	2023	2031
499	2025	2025
500	2030	2022
501	2033	2017
502	2038	2013
503	2044	2011
504	2045	2005
505	2047	1998
506	2048	1992
507	2050	1985
508	2051	1979
509	2053	1972
510	2054	1966
511	2056	1959
512	2057	1953
513	2065	1952
514	2069	1949
515	2074	1945
516	2076	1939
517	2078	1934
518	2083	1930
519	2088	1928
520	2091	1922
521	2093	1917
522	2096	1911
523	2099	1907
524	2106	1905
525	2109	1900
526	2111	1895
527	2112	1888
528	2124	1891
529	2125	1885
530	2130	1882
531	2132	1876
532	2134	1870
533	2137	1865
534	2144	1864
535	2147	1859
536	2154	1857
537	2155	1851
538	2156	1844
539	2157	1838
540	2159	1831
541	2162	1827
542	2165	1822
543	2167	1816
544	2168	1810
545	2169	1804
546	2176	1802
547	2177	1796
548	2178	1789
549	2179	1783
550	2181	1777
551	2182	1771
552	2183	1765
553	2184	1758
554	2186	1752
555	2187	1746
556	2188	1740
557	2194	1737
558	2195	1732
559	2200	1728
560	2201	1722
561	2202	1716
562	2203	1710
563	2205	1704
564	2206	1698
565	2207	1692
566	2208	1686
567	2214	1683
568	2216	1679
569	2226	1679
570	2229	1675
571	2230	1669
572	2232	1663
573	2239	1662
574	2243	1658
575	2248	1654
576	2251	1650
577	2253	1645
578	2255	1640
579	2257	1634
580	2259	1629
581	2261	1624
582	2262	1618
583	2264	1612
584	2266	1607
585	2267	1602
586	2271	1598
587	2273	1592
588	2276	1588
589	2277	1582
590	2279	1577
591	2282	1572
592	2283	1567
593	2285	1561
594	2287	1556
595	2288	1551
596	2292	1547
597	2293	1541
598	2298	1538
599	2303	1535
600	2304	1529
601	2309	1527
602	2314	1523
603	2315	1518
604	2322	1516
605	2323	1510
606	2328	1507
607	2330	1502
608	2335	1499
609	2339	1495
610	2344	1492
611	2347	1488
612	2349	1483
613	2358	1482
614	2367	1481
615	2368	1476
616	2379	1477
617	2388	1476
618	2389	1470
619	2396	1469
620	2403	1467
621	2410	1464
622	2411	1459
623	2419	1458
624	2427	1456
625	2434	1454
626	2439	1450
627	2442	1446
628	2447	1443
629	2448	1437
630	2450	1432
631	2451	1427
632	2455	1423
633	2459	1419
634	2461	1414
635	2464	1410
636	2468	1406
637	2472	1403
638	2479	1400
639	2481	1395
640	2493	1396
641	2500	1394
642	2505	1391
643	2513	1389
644	2516	1385
645	2517	1379
646	2520	1375
647	2521	1369
648	2525	1365
649	2528	1361
650	2529	1355
651	2533	1352
652	2534	1347
653	2538	1343
654	2539	1337
655	2543	1333
656	2545	1328
657	2546	1323
658	2550	1319
659	2551	1314
660	2552	1309
661	2557	1305
662	2559	1301
663	2561	1296
664	2566	1293
665	2574	1291
666	2575	1286
667	2579	1281
668	2580	1276
669	2583	1272
670	2586	1268
671	2587	1263
672	2590	1258
673	2593	1254
674	2595	1249
675	2599	1245
676	2600	1240
677	2606	1237
678	2607	1232
679	2610	1228
680	2612	1223
681	2615	1219
682	2617	1214
683	2622	1211
684	2626	1207
685	2631	1204
686	2633	1199
687	2634	1194
688	2637	1190
689	2639	1185
690	2641	1181
691	2646	1178
692	2650	1173
693	2651	1169
694	2654	1164
695	2656	1160
696	2659	1156
697	2664	1152
698	2666	1148
699	2667	1143
700	2668	1138
701	2669	1133
702	2673	1129
703	2675	1124
704	2679	1121
705	2682	1117
706	2684	1112
707	2688	1108
708	2689	1104
709	2691	1099
710	2694	1095
711	2696	1090
712	2698	1086
713	2701	1082
714	2702	1077
715	2706	1073
716	2707	1068
717	2709	1064
718	2713	1060
719	2716	1056
720	2718	1051
721	2719	1046
722	2720	1042
723	2722	1037
724	2723	1033
725	2724	1028
726	2725	1023
727	2727	1018
728	2728	1014
729	2733	1010
730	2736	1006
731	2738	1002
732	2739	997
733	2740	993
734	2742	988
735	2743	984
736	2744	979
737	2746	974
738	2747	970
739	2748	965
740	2750	961
741	2754	957
742	2757	953
743	2759	949
744	2762	945
745	2763	941
746	2770	938
747	2778	936
748	2786	933
749	2790	930
750	2792	925
751	2793	921
752	2795	916
753	2797	912
754	2798	908
755	2801	904
756	2803	899
757	2806	895
758	2810	892
759	2815	888
760	2816	884
761	2818	880
762	2822	876
763	2827	873
764	2830	869
765	2833	865
766	2838	862
767	2842	858
768	2844	854
769	2848	850
770	2852	847
771	2857	843
772	2858	839
773	2863	836
774	2868	832
775	2872	829
776	2877	825
777	2882	822
778	2884	818
779	2890	815
780	2896	812
781	2900	808
782	2904	804
783	2908	801
784	2910	797
785	2915	793
786	2917	789
787	2922	786
788	2927	783
789	2929	778
790	2931	774
791	2936	771
792	2940	767
793	2942	763
794	2949	760
795	2952	756
796	2954	752
797	2961	749
798	2966	746
799	2968	742
800	2974	739
801	2975	734
802	2981	731
803	2986	728
804	2992	724
805	2996	721
806	3002	718
807	3012	715
808	3014	711
809	3015	707
810	3021	704
811	3023	700
812	3030	696
813	3037	694
814	3038	689
815	3041	685
816	3048	682
817	3055	679
818	3056	675
819	3061	672
820	3063	667
821	3066	663
822	3067	659
823	3068	655
824	3073	651
825	3074	647
826	3076	643
827	3082	640
828	3085	636
829	3088	632
830	3090	628
831	3092	624
832	3094	620
833	3096	616
834	3098	612
835	3102	608
836	3104	604
837	3106	600
838	3108	596
839	3110	592
840	3111	588
841	3115	584
842	3116	580
843	3117	576
844	3119	572
845	3124	568
846	3129	565
847	3131	561
848	3137	557
849	3140	554
850	3142	550
851	3151	547
852	3153	543
853	3156	539
854	3159	535
855	3163	532
856	3165	528
857	3166	524
858	3167	519
859	3168	515
860	3169	511
861	3170	507
862	3171	503
863	3174	499
864	3175	495
865	3176	491
866	3177	487
867	3178	483
868	3179	479
869	3180	475
870	3181	471
871	3182	467
872	3183	463
873	3184	459
874	3185	455
875	3187	451
876	3188	447
877	3189	443
878	3190	439
879	3191	435
880	3192	431
881	3193	427
882	3194	423
883	3195	419
884	3196	415
885	3197	411
886	3198	407
887	3199	403
888	3200	399
889	3201	395
890	3202	391
891	3203	387
892	3204	384
893	3206	380
894	3207	376
895	3208	372
896	3210	368
897	3212	364
898	3213	361
899	3216	357
900	3218	353
901	3220	349
902	3223	346
903	3224	342
904	3226	338
905	3229	335
906	3230	331
907	3232	327
908	3234	323
909	3236	320
910	3238	316
911	3240	312
912	3243	309
913	3244	305
914	3248	301
915	3250	298
916	3252	294
917	3254	290
918	3256	286
919	3258	283
920	3261	279
921	3261	275
922	3263	272
923	3266	268
924	3267	264
925	3269	261
926	3270	257
927	3272	253
928	3274	250
929	3275	246
930	3277	242
931	3279	239
932	3281	235
933	3282	231
934	3284	228
935	3287	224
936	3290	221
937	3291	217
938	3294	214
939	3295	210
940	3297	206
941	3299	203
942	3300	199
943	3302	195
944	3304	192
945	3305	188
946	3307	185
947	3309	181
948	3311	177
949	3313	174
950	3315	170
951	3318	167
952	3319	163
953	3320	160
954	3321	156
955	3322	152
956	3323	149
957	3324	145
958	3325	142
959	3326	138
960	3327	135
961	3330	131
962	3331	128
963	3332	124
964	3333	120
965	3334	117
966	3335	113
967	3336	110
968	3337	106
969	3338	103
970	3340	99
971	3341	96
972	3342	92
973	3343	89
974	3344	85
975	3345	82
976	3346	78
977	3347	75
978	3348	71
979	3349	68
980	3350	64
981	3351	61
982	3352	57
983	3353	54
984	3354	51
985	3355	47
986	3359	44
987	3360	40
988	3368	37
989	3371	34
990	3372	30
991	3373	27
992	3374	23
993	3375	20
994	3376	16
995	3377	13
996	3378	10
997	3379	6
998	3380	3
999	3381	0
