iter	Passed	Remaining
418	2342	3247
419	2348	3243
420	2356	3240
421	2365	3239
422	2371	3235
423	2376	3229
424	2380	3220
425	2385	3214
426	2390	3208
427	2394	3200
428	2398	3192
429	2403	3185
430	2408	3179
431	2413	3172
432	2418	3167
433	2422	3159
434	2426	3151
435	2429	3142
436	2432	3134
437	2436	3126
438	2440	3118
439	2443	3109
440	2446	3101
441	2449	3091
442	2453	3084
443	2457	3077
444	2461	3070
445	2465	3062
446	2469	3055
447	2473	3047
448	2486	3051
449	2491	3045
450	2497	3039
451	2502	3033
452	2507	3027
453	2515	3024
454	2518	3016
455	2529	3017
456	2534	3012
457	2544	3011
458	2548	3003
459	2567	3013
460	2570	3005
461	2579	3004
462	2587	3000
463	2594	2997
464	2599	2990
465	2608	2988
466	2616	2986
467	2619	2978
468	2628	2975
469	2636	2973
470	2644	2969
471	2647	2961
472	2650	2953
473	2660	2952
474	2666	2946
475	2669	2938
476	2679	2938
477	2686	2933
478	2692	2928
479	2711	2937
480	2725	2941
481	2735	2939
482	2746	2939
483	2752	2934
484	2756	2926
485	2761	2920
486	2770	2917
487	2773	2909
488	2776	2900
489	2783	2896
490	2786	2889
491	2793	2884
492	2802	2881
493	2809	2877
494	2813	2870
495	2817	2863
496	2821	2855
497	2826	2848
498	2830	2841
499	2843	2843
500	2847	2836
501	2854	2831
502	2858	2824
503	2866	2821
504	2870	2813
505	2878	2810
506	2882	2803
507	2889	2798
508	2897	2795
509	2904	2790
510	2911	2785
511	2918	2781
512	2922	2774
513	2930	2770
514	2938	2767
515	2944	2762
516	2952	2758
517	2958	2753
518	2964	2747
519	2972	2743
520	2975	2736
521	2985	2734
522	3003	2739
523	3016	2740
524	3023	2735
525	3027	2728
526	3030	2719
527	3032	2710
528	3034	2702
529	3037	2693
530	3040	2685
531	3044	2677
532	3047	2670
533	3050	2662
534	3054	2654
535	3057	2647
536	3061	2639
537	3065	2632
538	3068	2624
539	3072	2617
540	3076	2610
541	3087	2608
542	3092	2602
543	3096	2595
544	3105	2592
545	3113	2589
546	3119	2583
547	3123	2576
548	3130	2571
549	3137	2566
550	3140	2559
551	3147	2554
552	3155	2550
553	3161	2544
554	3173	2544
555	3178	2538
556	3185	2533
557	3192	2528
558	3196	2521
559	3204	2518
560	3209	2511
561	3212	2503
562	3219	2499
563	3227	2494
564	3233	2489
565	3239	2484
566	3247	2480
567	3252	2473
568	3257	2467
569	3265	2463
570	3269	2456
571	3279	2453
572	3284	2447
573	3293	2444
574	3299	2439
575	3307	2434
576	3312	2428
577	3315	2420
578	3323	2416
579	3327	2409
580	3333	2404
581	3338	2397
582	3344	2392
583	3354	2389
584	3360	2383
585	3367	2379
586	3370	2371
587	3377	2366
588	3382	2360
589	3388	2354
590	3393	2348
591	3397	2341
592	3404	2336
593	3412	2332
594	3418	2326
595	3424	2321
596	3429	2314
597	3434	2308
598	3445	2306
599	3452	2301
600	3459	2296
601	3465	2291
602	3471	2285
603	3477	2279
604	3483	2274
605	3488	2268
606	3492	2261
607	3498	2255
608	3505	2250
609	3509	2243
610	3516	2238
611	3520	2232
612	3526	2226
613	3531	2220
614	3538	2215
615	3548	2211
616	3554	2206
617	3559	2200
618	3568	2196
619	3576	2191
620	3584	2187
621	3593	2184
622	3601	2179
623	3607	2174
624	3616	2169
625	3624	2165
626	3630	2159
627	3639	2156
628	3648	2152
629	3655	2147
630	3664	2143
631	3669	2136
632	3673	2129
633	3677	2123
634	3681	2116
635	3683	2108
636	3687	2101
637	3691	2094
638	3697	2088
639	3702	2082
640	3708	2076
641	3713	2070
642	3717	2063
643	3721	2056
644	3725	2050
645	3729	2043
646	3734	2037
647	3739	2031
648	3744	2025
649	3748	2018
650	3751	2011
651	3754	2003
652	3757	1996
653	3760	1989
654	3763	1982
655	3767	1975
656	3769	1968
657	3773	1961
658	3775	1953
659	3779	1946
660	3782	1939
661	3785	1932
662	3788	1925
663	3791	1918
664	3794	1911
665	3798	1905
666	3801	1897
667	3807	1892
668	3810	1885
669	3816	1879
670	3819	1872
671	3821	1865
672	3826	1859
673	3830	1852
674	3835	1846
675	3841	1841
676	3846	1835
677	3852	1829
678	3855	1822
679	3862	1817
680	3867	1811
681	3871	1805
682	3874	1798
683	3879	1792
684	3884	1786
685	3887	1779
686	3892	1773
687	3895	1766
688	3900	1760
689	3904	1754
690	3909	1748
691	3914	1742
692	3917	1735
693	3920	1728
694	3925	1722
695	3929	1716
696	3935	1710
697	3937	1703
698	3944	1698
699	3947	1691
700	3949	1684
701	3956	1679
702	3966	1675
703	3975	1671
704	3979	1665
705	3985	1659
706	3991	1654
707	3994	1647
708	4000	1641
709	4005	1635
710	4011	1630
711	4016	1624
712	4024	1619
713	4029	1614
714	4035	1608
715	4039	1602
716	4045	1596
717	4048	1590
718	4056	1585
719	4060	1579
720	4064	1572
721	4071	1567
722	4075	1561
723	4081	1555
724	4087	1550
725	4094	1545
726	4101	1540
727	4107	1534
728	4114	1529
729	4120	1524
730	4125	1518
731	4132	1512
732	4139	1507
733	4149	1503
734	4158	1499
735	4168	1495
736	4175	1490
737	4185	1485
738	4192	1480
739	4201	1476
740	4205	1469
741	4210	1464
742	4215	1458
743	4219	1451
744	4224	1446
745	4230	1440
746	4234	1434
747	4237	1427
748	4241	1421
749	4244	1414
750	4251	1409
751	4262	1405
752	4272	1401
753	4281	1396
754	4291	1392
755	4299	1387
756	4307	1382
757	4314	1377
758	4319	1371
759	4326	1366
760	4336	1361
761	4343	1356
762	4355	1352
763	4364	1348
764	4370	1342
765	4377	1337
766	4382	1331
767	4389	1326
768	4395	1320
769	4401	1314
770	4406	1308
771	4414	1303
772	4420	1298
773	4429	1293
774	4434	1287
775	4439	1281
776	4448	1276
777	4453	1270
778	4460	1265
779	4469	1260
780	4485	1257
781	4494	1252
782	4502	1247
783	4506	1241
784	4514	1236
785	4522	1231
786	4527	1225
787	4536	1220
788	4543	1215
789	4551	1209
790	4555	1203
791	4558	1197
792	4569	1192
793	4575	1187
794	4578	1180
795	4592	1176
796	4596	1170
797	4602	1165
798	4612	1160
799	4615	1153
800	4622	1148
801	4632	1143
802	4637	1137
803	4644	1132
804	4647	1125
805	4656	1120
806	4664	1115
807	4670	1109
808	4674	1103
809	4677	1097
810	4688	1092
811	4694	1086
812	4698	1080
813	4711	1076
814	4715	1070
815	4722	1064
816	4731	1059
817	4735	1053
818	4744	1048
819	4752	1043
820	4755	1036
821	4764	1031
822	4766	1025
823	4768	1018
824	4771	1012
825	4774	1005
826	4778	999
827	4781	993
828	4783	986
829	4786	980
830	4788	973
831	4791	967
832	4794	961
833	4796	954
834	4799	948
835	4801	941
836	4804	935
837	4807	929
838	4809	922
839	4812	916
840	4814	910
841	4816	903
842	4819	897
843	4821	891
844	4824	884
845	4826	878
846	4828	872
847	4831	865
848	4833	859
849	4835	853
850	4838	847
851	4840	840
852	4843	834
853	4845	828
854	4847	822
855	4850	815
856	4852	809
857	4854	803
858	4857	797
859	4859	791
860	4862	784
861	4864	778
862	4866	772
863	4869	766
864	4871	760
865	4873	754
866	4876	748
867	4878	741
868	4880	735
869	4883	729
870	4885	723
871	4887	717
872	4890	711
873	4892	705
874	4895	699
875	4897	693
876	4899	687
877	4902	681
878	4904	675
879	4906	669
880	4909	663
881	4911	657
882	4913	651
883	4916	645
884	4918	639
885	4920	633
886	4923	627
887	4925	621
888	4927	615
889	4930	609
890	4932	603
891	4934	597
892	4937	591
893	4939	585
894	4943	580
895	4946	574
896	4949	568
897	4951	562
898	4953	556
899	4956	550
900	4959	544
901	4961	539
902	4964	533
903	4966	527
904	4969	521
905	4971	515
906	4974	510
907	4976	504
908	4979	498
909	4981	492
910	4983	486
911	4986	481
912	4988	475
913	4991	469
914	4993	463
915	4996	458
916	4999	452
917	5003	446
918	5006	441
919	5008	435
920	5011	429
921	5013	424
922	5015	418
923	5018	412
924	5020	407
925	5023	401
926	5025	395
927	5028	390
928	5030	384
929	5032	378
930	5035	373
931	5037	367
932	5040	361
933	5042	356
934	5044	350
935	5047	345
936	5049	339
937	5052	333
938	5054	328
939	5057	322
940	5059	317
941	5061	311
942	5064	306
943	5066	300
944	5069	295
945	5071	289
946	5073	283
947	5076	278
948	5078	272
949	5081	267
950	5083	261
951	5086	256
952	5088	250
953	5091	245
954	5093	240
955	5096	234
956	5099	229
957	5101	223
958	5104	218
959	5106	212
960	5109	207
961	5111	201
962	5114	196
963	5116	191
964	5119	185
965	5122	180
966	5124	174
967	5127	169
968	5129	164
969	5132	158
970	5135	153
971	5137	148
972	5140	142
973	5143	137
974	5145	131
975	5148	126
976	5150	121
977	5153	115
978	5155	110
979	5158	105
980	5160	99
981	5163	94
982	5165	89
983	5168	84
984	5171	78
985	5173	73
986	5176	68
987	5178	62
988	5181	57
989	5183	52
990	5186	47
991	5188	41
992	5191	36
993	5194	31
994	5196	26
995	5199	20
996	5201	15
997	5204	10
998	5206	5
999	5209	0
